"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명","기준일"
"437","타파스트럭","서울특별시 종로구 세종로 76-2번지 광화문시민열린마당 ","","2017-09-20","운영중","","","","","9.00","110050","","","2017","N","9","휴게음식점","푸드트럭","","","198023.471633       ","452546.247295       ","3000000-104-2017-00186","영업","2018-04-26"
"438","솔이네","서울특별시 서초구 서초동 1318-11번지 강남역 9번10번 출구 앞 ","","2017-06-09","운영중","","","","","10.00","137856","","","2017","N","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2017-00266","영업","2018-04-26"
"439","아이홉푸드트럭(I'HOP Food Truck)","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스 동측광장)","2017-08-02","운영중","","","","","10.00","135090","","","2017","N","10","휴게음식점","푸드트럭","","02-415-7942","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00519","영업","2018-04-26"
"440","오센","서울특별시 마포구 성산동 533-1번지 마포농수산물시장내 ","서울특별시 마포구 월드컵로 235 (성산동 마포농수산물시장내)","2017-09-04","운영중","","","","","11.50","121849","","","2017","N","11.5","휴게음식점","푸드트럭","","","191031.13794300000  ","451745.28087500000  ","3130000-104-2017-00326","영업","2018-04-26"
"441","(주)한평의꿈","서울특별시 마포구 성산동 533-1번지 ","서울특별시 마포구 월드컵로 235 (성산동 마포농수산물시장내)","2017-09-22","운영중","","","","","11.50","121849","","","2017","N","11.5","휴게음식점","푸드트럭","","","191031.13794300000  ","451745.28087500000  ","3130000-104-2017-00354","영업","2018-04-26"
"442","청정구역","서울특별시 마포구 성산동 533-1번지 ","서울특별시 마포구 월드컵로 235 (성산동 마포농수산물시장내)","2017-09-22","운영중","","","","","11.50","121849","","","2017","N","11.5","휴게음식점","푸드트럭","","","191031.13794300000  ","451745.28087500000  ","3130000-104-2017-00355","영업","2018-04-26"
"443","K-이지스테이크","서울특별시 서초구 양재동 25번지 서초문화예술회관 주차장 ","서울특별시 서초구 강남대로 201 (양재동 서초문화예술회관 주차장)","2017-09-19","운영중","","","","","10.00","137889","","","2017","N","10","휴게음식점","푸드트럭","","","203180.32062400000  ","442488.39803900000  ","3210000-104-2017-00413","영업","2018-04-26"
"444","푸드트럭키(Food t Lucky)","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 지상1층 (삼성동 무역센터 코엑스 B홀)","2017-07-10","운영중","","","","","9.00","135090","","","2017","N","9","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00462","영업","2018-04-26"
"445","폰버거(pornburger)","서울특별시 양천구 목동 917-6번지 행복한세상백화점 ","서울특별시 양천구 목동동로 309 (목동 행복한세상백화점)","2017-08-18","운영중","","","","","10.00","158721","","","2017","N","10","휴게음식점","푸드트럭","","","189040.29024500000  ","447745.90113700000  ","3140000-104-2017-00135","영업","2018-04-26"
"446","쉬림프온더스트리트","서울특별시 종로구 세종로 1-68번지 ","서울특별시 종로구 세종대로 지하 172 (세종로)","2017-08-17","운영중","","","","","9.00","110820","","","2017","N","9","휴게음식점","푸드트럭","","","197949.42580200000  ","452453.63418600000  ","3000000-104-2017-00166","영업","2018-04-26"
"447","쿡스테이크","서울특별시 종로구 세종로 1-68번지 ","서울특별시 종로구 세종대로 지하 172 (세종로)","2017-08-17","운영중","","","","","9.00","110820","","","2017","N","9","휴게음식점","푸드트럭","","","197949.42580200000  ","452453.63418600000  ","3000000-104-2017-00167","영업","2018-04-26"
"448","미스터와플","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 일대(푸드트럭의날) 99부1360 ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장 일대(푸드트럭의날) 99부1360)","2017-11-01","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00295","영업","2018-04-26"
"449","베를린트럭","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 일대(푸드트럭의날) 80주8650 ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장 일대(푸드트럭의날) 80주8650)","2017-11-01","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00297","영업","2018-04-26"
"450","쭈너니 딱 좋아","서울특별시 서초구 반포동 115-5번지 잠수교 일대 ","서울특별시 서초구 신반포로11길 40 (반포동 잠수교 일대)","2017-09-18","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00412","영업","2018-04-26"
"451","샌드랑","서울특별시 강남구 일원동 580번지 탄천물재생센터(마루공원) ","서울특별시 강남구 개포로 625 (일원동 탄천물재생센터)","2017-10-27","운영중","","","","","","135943","","","2017","N","0","휴게음식점","푸드트럭","","","207343.07416800000  ","444284.20785800000  ","3220000-104-2017-00719","영업","2018-04-26"
"452","Baby Bear(베이비 베어)","서울특별시 서초구 잠원동 69-2번지 반포쇼핑타운 4동 앞 ","서울특별시 서초구 신반포로 189 (잠원동 반포쇼핑타운 4동 앞 )","2017-10-13","운영중","","","","","10.00","137908","","","2017","N","10","휴게음식점","푸드트럭","","","200430.45064900000  ","445230.58514500000  ","3210000-104-2017-00432","영업","2018-04-26"
"453","대용이네 호두과자","서울특별시 서초구 잠원동 69-2번지 반포쇼핑타운 4동앞 ","서울특별시 서초구 신반포로 189 (잠원동 반포쇼핑타운 4동 앞 )","2017-11-27","운영중","","","","","10.00","137908","","","2017","N","10","휴게음식점","푸드트럭","","","200430.45064900000  ","445230.58514500000  ","3210000-104-2017-00483","영업","2018-04-26"
"454","필살샌드위치","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 (성산동 문화비축기지)","2017-09-27","운영중","","","","","9.30","121250","","","2017","N","9.3","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2017-00360","영업","2018-04-26"
"455","오븐에퐁당빠진닭꼬치","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 일대(푸드트럭의날) 90어5538 ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장 일대(푸드트럭의날) 90어5538)","2017-11-03","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00302","영업","2018-04-26"
"456","존스트럭","서울특별시 서초구 반포동 115-5번지 잠수교 ","서울특별시 서초구 신반포로11길 40 (반포동 잠수교)","2017-09-21","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00417","영업","2018-04-26"
"457","베가스","서울특별시 서초구 반포동 115-5번지 잠수교일대 ","서울특별시 서초구 신반포로11길 40 (반포동 잠수교일대)","2017-09-21","운영중","","","","","10.00","137040","","","2017","N","10","휴게음식점","푸드트럭","","","199357.32032600000  ","445358.07046700000  ","3210000-104-2017-00418","영업","2018-04-26"
"458","청춘히어로","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 지상1층 (삼성동 코엑스동측광장)","2017-08-09","운영중","","","","","9.23","135090","","","2017","N","9.23","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00544","영업","2018-04-26"
"459","욱대장","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(94라3220) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(94라3220))","2016-05-27","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00174","영업","2018-04-26"
"460","오늘모히또","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80도9541) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(80도9541))","2016-05-27","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00175","영업","2018-04-26"
"461","쉬림프킹","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(83우7487) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(83우7487))","2016-05-30","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00177","영업","2018-04-26"
"462","홈런버거","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(80주8485) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(80주8485))","2016-05-30","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00178","영업","2018-04-26"
"463","만신튀신","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(97누3368) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(97누3368))","2016-05-30","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00179","영업","2018-04-26"
"464","용셰프트럭","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장(88보8976) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장(88보8976))","2016-05-30","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00180","영업","2018-04-26"
"465","육공방 푸드트럭","서울특별시 중구 무교동 45번지 청계광장 ","서울특별시 중구 무교로 21 (무교동 청계광장 )","2016-09-08","운영중","","","","","5.00","100170","","","2016","N","5","휴게음식점","푸드트럭","","","198122.00197800000  ","452035.38569100000  ","3010000-104-2016-00298","영업","2018-04-26"
"466","밥앤밥","서울특별시 영등포구 여의도동 8번지 ","서울특별시 영등포구 여의동로 330 (여의도동 2016서울세계불꽃축제(86로9227))","2016-10-06","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","02-566-0450","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00355","영업","2018-04-26"
"467","지져스(스튜럭)","서울특별시 영등포구 여의도동 8번지 ","서울특별시 영등포구 여의동로 330 (여의도동 2016서울세계불꽃축제(88나8647))","2016-10-06","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00356","영업","2018-04-26"
"468","존쿡델리미트","서울특별시 영등포구 여의도동 8번지 ","서울특별시 영등포구 여의동로 330 (여의도동 2016서울세계불꽃축제(87더8846))","2016-10-06","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00357","영업","2018-04-26"
"470","소테이크","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 지상1층 (삼성동 코엑스 동측광장)","2017-04-20","운영중","","","","","10.00","135090","","","2017","N","10","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00235","영업","2018-04-26"
"471","쉬즈카페","서울특별시 중구 신당동 821번지 다산성곽길 초입~토끼굴600m구간 ","서울특별시 중구 동호로 223 (신당동 다산성곽길 초입~토끼굴600m구간)","2017-05-19","운영중","","","","","8.00","100838","","","2017","N","8","휴게음식점","푸드트럭","","","200737.16994300000  ","450898.69798200000  ","3010000-104-2017-00167","영업","2018-04-26"
"472","삐삣버거","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 지상1층 (삼성동 코엑스 동측광장)","2017-04-26","운영중","","","","","10.00","135090","","","2017","N","10","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00277","영업","2018-04-26"
"473","Truck 207","서울특별시 중구 신당동 821번지 다산성곽길초입~토끼굴600m구간 ","서울특별시 중구 동호로 223 (신당동 다산성곽길초입~토끼굴600m구간)","2017-05-02","운영중","","","","","3.30","100838","","","2017","N","3.3","휴게음식점","푸드트럭","","","200737.16994300000  ","450898.69798200000  ","3010000-104-2017-00150","영업","2018-04-26"
"474","팜키친","서울특별시 강남구 삼성동 159번지 ","서울특별시 강남구 영동대로 513 지상3층 (삼성동 코엑스C홀)","2017-05-01","운영중","","","","","10.00","135090","","","2017","N","10","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2017-00285","영업","2018-04-26"
"475","핍스","서울특별시 영등포구 여의도동 8번지 여의도한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330 (여의도동 여의도한강공원 물빛광장)","2017-05-04","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00142","영업","2018-04-26"
